和风天气中国城市列表 v1.3

城市/地区编码	英文	中文	国家代码	国家英文	国家中文	省英文	省中文	所属上级市英文	所属上级市中文	纬度	经度
CN101271706	tianquan	天全	CN	China	中国	sichuan	四川	yaan	雅安	30.059955	102.763462
CN101271707	lushan	芦山	CN	China	中国	sichuan	四川	yaan	雅安	30.152907	102.924016
CN101271708	baoxing	宝兴	CN	China	中国	sichuan	四川	yaan	雅安	30.369026	102.813377
CN101271709	yucheng	雨城	CN	China	中国	sichuan	四川	yaan	雅安	29.981831	103.003398
CN101271801	ganzi	甘孜	CN	China	中国	sichuan	四川	ganzi	甘孜	30.050663	101.963815
CN101271802	kangding	康定	CN	China	中国	sichuan	四川	ganzi	甘孜	30.050738	101.964057
CN101271803	luding	泸定	CN	China	中国	sichuan	四川	ganzi	甘孜	29.912482	102.233225
CN101271804	danba	丹巴	CN	China	中国	sichuan	四川	ganzi	甘孜	30.877083	101.886125
CN101271805	jiulong	九龙	CN	China	中国	sichuan	四川	ganzi	甘孜	29.001975	101.506942
CN101271806	yajiang	雅江	CN	China	中国	sichuan	四川	ganzi	甘孜	30.03225	101.015735
CN101271807	daofu	道孚	CN	China	中国	sichuan	四川	ganzi	甘孜	30.978767	101.123327
CN101271808	luhuo	炉霍	CN	China	中国	sichuan	四川	ganzi	甘孜	31.392674	100.679495
CN101271809	xinlong	新龙	CN	China	中国	sichuan	四川	ganzi	甘孜	30.93896	100.312094
CN101271810	dege	德格	CN	China	中国	sichuan	四川	ganzi	甘孜	31.806729	98.57999
CN101271811	baiyu	白玉	CN	China	中国	sichuan	四川	ganzi	甘孜	31.208805	98.824343
CN101271812	shiqu	石渠	CN	China	中国	sichuan	四川	ganzi	甘孜	32.975302	98.100887
CN101271813	seda	色达	CN	China	中国	sichuan	四川	ganzi	甘孜	32.268777	100.331657
CN101271814	litang	理塘	CN	China	中国	sichuan	四川	ganzi	甘孜	29.991807	100.269862
CN101271815	batang	巴塘	CN	China	中国	sichuan	四川	ganzi	甘孜	30.005723	99.109037
CN101271816	xiangcheng	乡城	CN	China	中国	sichuan	四川	ganzi	甘孜	28.930855	99.799943
CN101271817	daocheng	稻城	CN	China	中国	sichuan	四川	ganzi	甘孜	29.037544	100.296689
CN101271818	derong	得荣	CN	China	中国	sichuan	四川	ganzi	甘孜	28.71134	99.288036
CN101271901	aba	阿坝	CN	China	中国	sichuan	四川	aba	阿坝	31.899792	102.221374
CN101271902	wenchuan	汶川	CN	China	中国	sichuan	四川	aba	阿坝	31.47463	103.580675
CN101271903	lixian	理县	CN	China	中国	sichuan	四川	aba	阿坝	31.436764	103.165486
CN101271904	maoxian	茂县	CN	China	中国	sichuan	四川	aba	阿坝	31.680407	103.850684
CN101271905	songfan	松潘	CN	China	中国	sichuan	四川	aba	阿坝	32.63838	103.599177
CN101271906	jiuzhaigou	九寨沟	CN	China	中国	sichuan	四川	aba	阿坝	33.262097	104.236344
CN101271907	jinchuan	金川	CN	China	中国	sichuan	四川	aba	阿坝	31.476356	102.064647
CN101271908	xiaojin	小金	CN	China	中国	sichuan	四川	aba	阿坝	30.999016	102.363193
CN101271909	heishui	黑水	CN	China	中国	sichuan	四川	aba	阿坝	32.061721	102.990805
CN101271910	maerkang	马尔康	CN	China	中国	sichuan	四川	aba	阿坝	31.899761	102.221187
CN101271911	rangtang	壤塘	CN	China	中国	sichuan	四川	aba	阿坝	32.264887	100.979136
CN101271912	nuoergai	若尔盖	CN	China	中国	sichuan	四川	aba	阿坝	33.575934	102.963726
CN101271913	hongyuan	红原	CN	China	中国	sichuan	四川	aba	阿坝	32.793902	102.544906
CN101272001	deyang	德阳	CN	China	中国	sichuan	四川	deyang	德阳	31.127991	104.398651
CN101272002	zhongjiang	中江	CN	China	中国	sichuan	四川	deyang	德阳	31.03681	104.677831
CN101272003	guanghan	广汉	CN	China	中国	sichuan	四川	deyang	德阳	30.97715	104.281903
CN101272004	shifang	什邡	CN	China	中国	sichuan	四川	deyang	德阳	31.126881	104.173653
CN101272005	mianzhu	绵竹	CN	China	中国	sichuan	四川	deyang	德阳	31.343084	104.200162
CN101272006	luojiang	罗江	CN	China	中国	sichuan	四川	deyang	德阳	31.303281	104.507126
CN101272007	jingyang	旌阳	CN	China	中国	sichuan	四川	deyang	德阳	31.130428	104.389648
CN101272101	guangyuan	广元	CN	China	中国	sichuan	四川	guangyuan	广元	32.433668	105.829757
CN101272102	wangcang	旺苍	CN	China	中国	sichuan	四川	guangyuan	广元	32.22833	106.290426
CN101272103	qingchuan	青川	CN	China	中国	sichuan	四川	guangyuan	广元	32.585655	105.238847
CN101272104	jiange	剑阁	CN	China	中国	sichuan	四川	guangyuan	广元	32.286517	105.527035
CN101272105	cangxi	苍溪	CN	China	中国	sichuan	四川	guangyuan	广元	31.732251	105.939706
CN101272106	lizhou	利州	CN	China	中国	sichuan	四川	guangyuan	广元	32.432276	105.826194
CN101272107	zhaohua	昭化	CN	China	中国	sichuan	四川	guangyuan	广元	32.322788	105.964121
CN101272108	chaotian	朝天	CN	China	中国	sichuan	四川	guangyuan	广元	32.642632	105.88917
CN101280101	guangzhou	广州	CN	China	中国	guangdong	广东	guangzhou	广州	23.125178	113.280637
CN101280102	panyu	番禺	CN	China	中国	guangdong	广东	guangzhou	广州	22.938582	113.364619
CN101280103	conghua	从化	CN	China	中国	guangdong	广东	guangzhou	广州	23.545283	113.587386
CN101280104	zengcheng	增城	CN	China	中国	guangdong	广东	guangzhou	广州	23.290497	113.829579
CN101280105	huadu	花都	CN	China	中国	guangdong	广东	guangzhou	广州	23.39205	113.211184
CN101280106	liwan	荔湾	CN	China	中国	guangdong	广东	guangzhou	广州	23.124943	113.243038
CN101280107	yuexiu	越秀	CN	China	中国	guangdong	广东	guangzhou	广州	23.125624	113.280714
CN101280108	haizhu	海珠	CN	China	中国	guangdong	广东	guangzhou	广州	23.103131	113.262008
CN101280109	tianhe	天河	CN	China	中国	guangdong	广东	guangzhou	广州	23.13559	113.335367
CN101280110	baiyun	白云	CN	China	中国	guangdong	广东	guangzhou	广州	23.162281	113.262831
CN101280111	huangpu	黄埔	CN	China	中国	guangdong	广东	guangzhou	广州	23.103239	113.450761
CN101280112	nansha	南沙	CN	China	中国	guangdong	广东	guangzhou	广州	22.794531	113.53738
CN101280201	shaoguan	韶关	CN	China	中国	guangdong	广东	shaoguan	韶关	24.801322	113.591544
CN101280202	ruyuan	乳源	CN	China	中国	guangdong	广东	shaoguan	韶关	24.776109	113.278417
CN101280203	shixing	始兴	CN	China	中国	guangdong	广东	shaoguan	韶关	24.948364	114.067205
CN101280204	wengyuan	翁源	CN	China	中国	guangdong	广东	shaoguan	韶关	24.353887	114.131289
CN101280205	lechang	乐昌	CN	China	中国	guangdong	广东	shaoguan	韶关	25.128445	113.352413
CN101280206	renhua	仁化	CN	China	中国	guangdong	广东	shaoguan	韶关	25.088226	113.748627
CN101280207	nanxiong	南雄	CN	China	中国	guangdong	广东	shaoguan	韶关	25.115328	114.311231
CN101280208	xinfeng	新丰	CN	China	中国	guangdong	广东	shaoguan	韶关	24.055412	114.207034
CN101280209	qujiang	曲江	CN	China	中国	guangdong	广东	shaoguan	韶关	24.680195	113.605582
CN101280210	zhenjiang	浈江	CN	China	中国	guangdong	广东	shaoguan	韶关	24.803977	113.599224
CN101280211	wujiang	武江	CN	China	中国	guangdong	广东	shaoguan	韶关	24.80016	113.588289
CN101280301	huizhou	惠州	CN	China	中国	guangdong	广东	huizhou	惠州	23.079404	114.412599
CN101280302	boluo	博罗	CN	China	中国	guangdong	广东	huizhou	惠州	23.167575	114.284254
CN101280303	huiyang	惠阳	CN	China	中国	guangdong	广东	huizhou	惠州	22.78851	114.469444
CN101280304	huidong	惠东	CN	China	中国	guangdong	广东	huizhou	惠州	22.983036	114.723092
CN101280305	longmen	龙门	CN	China	中国	guangdong	广东	huizhou	惠州	23.723894	114.259986
CN101280306	huicheng	惠城	CN	China	中国	guangdong	广东	huizhou	惠州	23.079883	114.413978
CN101280401	meizhou	梅州	CN	China	中国	guangdong	广东	meizhou	梅州	24.299112	116.117582
CN101280402	xingning	兴宁	CN	China	中国	guangdong	广东	meizhou	梅州	24.138077	115.731648
CN101280403	jiaoling	蕉岭	CN	China	中国	guangdong	广东	meizhou	梅州	24.653313	116.170531
CN101280404	dabu	大埔	CN	China	中国	guangdong	广东	meizhou	梅州	24.351587	116.69552
CN101280405	meijiang	梅江	CN	China	中国	guangdong	广东	meizhou	梅州	24.302593	116.12116
CN101280406	fengshun	丰顺	CN	China	中国	guangdong	广东	meizhou	梅州	23.752771	116.184419
CN101280407	pingyuan	平远	CN	China	中国	guangdong	广东	meizhou	梅州	24.569651	115.891729
CN101280408	wuhua	五华	CN	China	中国	guangdong	广东	meizhou	梅州	23.925424	115.775004
CN101280409	meixian	梅县	CN	China	中国	guangdong	广东	meizhou	梅州	24.267825	116.083482
CN101280501	shantou	汕头	CN	China	中国	guangdong	广东	shantou	汕头	23.37102	116.708463
CN101280502	chaoyang	潮阳	CN	China	中国	guangdong	广东	shantou	汕头	23.262336	116.602602
CN101280503	chenghai	澄海	CN	China	中国	guangdong	广东	shantou	汕头	23.46844	116.76336
CN101280504	nanao	南澳	CN	China	中国	guangdong	广东	shantou	汕头	23.419562	117.027105
CN101280505	longhu	龙湖	CN	China	中国	guangdong	广东	shantou	汕头	23.373754	116.732015
CN101280506	jinping	金平	CN	China	中国	guangdong	广东	shantou	汕头	23.367071	116.703583
CN101280507	haojiang	濠江	CN	China	中国	guangdong	广东	shantou	汕头	23.279345	116.729528
CN101280508	chaonan	潮南	CN	China	中国	guangdong	广东	shantou	汕头	23.249798	116.423607
CN101280601	shenzhen	深圳	CN	China	中国	guangdong	广东	shenzhen	深圳	22.547	114.085947
CN101280602	luohu	罗湖	CN	China	中国	guangdong	广东	shenzhen	深圳	22.555341	114.123885
CN101280603	futian	福田	CN	China	中国	guangdong	广东	shenzhen	深圳	22.541009	114.05096
CN101280604	nanshan	南山	CN	China	中国	guangdong	广东	shenzhen	深圳	22.531221	113.92943
CN101280605	baoan	宝安	CN	China	中国	guangdong	广东	shenzhen	深圳	22.754741	113.828671
CN101280606	longgang	龙岗	CN	China	中国	guangdong	广东	shenzhen	深圳	22.721511	114.251372
CN101280607	yantian	盐田	CN	China	中国	guangdong	广东	shenzhen	深圳	22.555069	114.235366
CN101280701	zhuhai	珠海	CN	China	中国	guangdong	广东	zhuhai	珠海	22.224979	113.553986
CN101280702	doumen	斗门	CN	China	中国	guangdong	广东	zhuhai	珠海	22.209117	113.297739
CN101280703	jinwan	金湾	CN	China	中国	guangdong	广东	zhuhai	珠海	22.139122	113.345071
CN101280704	xiangzhou	香洲	CN	China	中国	guangdong	广东	zhuhai	珠海	22.271249	113.55027
CN101280800	foshan	佛山	CN	China	中国	guangdong	广东	foshan	佛山	23.028762	113.122717
CN101280801	shunde	顺德	CN	China	中国	guangdong	广东	foshan	佛山	22.75851	113.281826
CN101280802	sanshui	三水	CN	China	中国	guangdong	广东	foshan	佛山	23.16504	112.899414
CN101280803	nanhai	南海	CN	China	中国	guangdong	广东	foshan	佛山	23.031562	113.145577
CN101280804	gaoming	高明	CN	China	中国	guangdong	广东	foshan	佛山	22.893855	112.882123
CN101280805	chancheng	禅城	CN	China	中国	guangdong	广东	foshan	佛山	23.019643	113.112414
CN101280901	zhaoqing	肇庆	CN	China	中国	guangdong	广东	zhaoqing	肇庆	23.051546	112.472529
CN101280902	guangning	广宁	CN	China	中国	guangdong	广东	zhaoqing	肇庆	23.631486	112.440419
CN101280903	sihui	四会	CN	China	中国	guangdong	广东	zhaoqing	肇庆	23.340324	112.695028
CN101280904	duanzhou	端州	CN	China	中国	guangdong	广东	zhaoqing	肇庆	23.052662	112.472329
CN101280905	deqing	德庆	CN	China	中国	guangdong	广东	zhaoqing	肇庆	23.141711	111.78156
CN101280906	huaiji	怀集	CN	China	中国	guangdong	广东	zhaoqing	肇庆	23.913072	112.182466
CN101280907	fengkai	封开	CN	China	中国	guangdong	广东	zhaoqing	肇庆	23.434731	111.502973
CN101280908	gaoyao	高要	CN	China	中国	guangdong	广东	zhaoqing	肇庆	23.027694	112.460846
CN101280909	dinghu	鼎湖	CN	China	中国	guangdong	广东	zhaoqing	肇庆	23.155822	112.565249
CN101281001	zhanjiang	湛江	CN	China	中国	guangdong	广东	zhanjiang	湛江	21.274898	110.364977
CN101281002	wuchuan	吴川	CN	China	中国	guangdong	广东	zhanjiang	湛江	21.428453	110.780508
CN101281003	leizhou	雷州	CN	China	中国	guangdong	广东	zhanjiang	湛江	20.908523	110.088275
CN101281004	xuwen	徐闻	CN	China	中国	guangdong	广东	zhanjiang	湛江	20.326083	110.175718
CN101281005	lianjiang	廉江	CN	China	中国	guangdong	广东	zhanjiang	湛江	21.611281	110.284961
CN101281006	chikan	赤坎	CN	China	中国	guangdong	广东	zhanjiang	湛江	21.273365	110.361634
CN101281007	suixi	遂溪	CN	China	中国	guangdong	广东	zhanjiang	湛江	21.376915	110.255321
CN101281008	potou	坡头	CN	China	中国	guangdong	广东	zhanjiang	湛江	21.24441	110.455632
CN101281009	xiashan	霞山	CN	China	中国	guangdong	广东	zhanjiang	湛江	21.194229	110.406382
CN101281010	mazhang	麻章	CN	China	中国	guangdong	广东	zhanjiang	湛江	21.265997	110.329167
CN101281101	jiangmen	江门	CN	China	中国	guangdong	广东	jiangmen	江门	22.590431	113.094942
CN101281103	kaiping	开平	CN	China	中国	guangdong	广东	jiangmen	江门	22.366286	112.692262
CN101281104	xinhui	新会	CN	China	中国	guangdong	广东	jiangmen	江门	22.520247	113.038584
CN101281105	enping	恩平	CN	China	中国	guangdong	广东	jiangmen	江门	22.182956	112.314051
CN101281106	taishan	台山	CN	China	中国	guangdong	广东	jiangmen	江门	22.250713	112.793414
CN101281107	pengjiang	蓬江	CN	China	中国	guangdong	广东	jiangmen	江门	22.59677	113.07859
CN101281108	heshan	鹤山	CN	China	中国	guangdong	广东	jiangmen	江门	22.768104	112.961795
CN101281109	jianghai	江海	CN	China	中国	guangdong	广东	jiangmen	江门	22.572211	113.120601
CN101281201	heyuan	河源	CN	China	中国	guangdong	广东	heyuan	河源	23.746266	114.697802
CN101281202	zijin	紫金	CN	China	中国	guangdong	广东	heyuan	河源	23.633744	115.184383
CN101281203	lianping	连平	CN	China	中国	guangdong	广东	heyuan	河源	24.364227	114.495952
CN101281204	heping	和平	CN	China	中国	guangdong	广东	heyuan	河源	24.44318	114.941473
CN101281205	longchuan	龙川	CN	China	中国	guangdong	广东	heyuan	河源	24.101174	115.256415
CN101281206	dongyuan	东源	CN	China	中国	guangdong	广东	heyuan	河源	23.789093	114.742711
CN101281207	yuancheng	源城	CN	China	中国	guangdong	广东	heyuan	河源	23.746255	114.696828
CN101281301	qingyuan	清远	CN	China	中国	guangdong	广东	qingyuan	清远	23.685022	113.051227
CN101281302	liannan	连南	CN	China	中国	guangdong	广东	qingyuan	清远	24.719097	112.290808
CN101281303	lianzhou	连州	CN	China	中国	guangdong	广东	qingyuan	清远	24.783966	112.379271
CN101281304	lianshan	连山	CN	China	中国	guangdong	广东	qingyuan	清远	24.567271	112.086555
CN101281305	yangshan	阳山	CN	China	中国	guangdong	广东	qingyuan	清远	24.470286	112.634019
CN101281306	fogang	佛冈	CN	China	中国	guangdong	广东	qingyuan	清远	23.866739	113.534094
CN101281307	yingde	英德	CN	China	中国	guangdong	广东	qingyuan	清远	24.18612	113.405404
CN101281308	qingxin	清新	CN	China	中国	guangdong	广东	qingyuan	清远	23.736949	113.015203
CN101281309	qingcheng	清城	CN	China	中国	guangdong	广东	qingyuan	清远	23.688976	113.048698
CN101281401	yunfu	云浮	CN	China	中国	guangdong	广东	yunfu	云浮	22.929801	112.044439
CN101281402	luoding	罗定	CN	China	中国	guangdong	广东	yunfu	云浮	22.765415	111.578201
CN101281403	xinxing	新兴	CN	China	中国	guangdong	广东	yunfu	云浮	22.703204	112.23083
CN101281404	yunan	郁南	CN	China	中国	guangdong	广东	yunfu	云浮	23.237709	111.535921
CN101281405	yuncheng	云城	CN	China	中国	guangdong	广东	yunfu	云浮	22.930827	112.04471
CN101281406	yunan	云安	CN	China	中国	guangdong	广东	yunfu	云浮	23.073152	112.005609
CN101281501	chaozhou	潮州	CN	China	中国	guangdong	广东	chaozhou	潮州	23.661701	116.632301
CN101281502	raoping	饶平	CN	China	中国	guangdong	广东	chaozhou	潮州	23.668171	117.00205
CN101281503	chaoan	潮安	CN	China	中国	guangdong	广东	chaozhou	潮州	23.461012	116.67931
CN101281504	xiangqiao	湘桥	CN	China	中国	guangdong	广东	chaozhou	潮州	23.664675	116.63365
CN101281601	dongguan	东莞	CN	China	中国	guangdong	广东	dongguan	东莞	23.046237	113.746262
CN101281701	zhongshan	中山	CN	China	中国	guangdong	广东	zhongshan	中山	22.521113	113.382391
CN101281801	yangjiang	阳江	CN	China	中国	guangdong	广东	yangjiang	阳江	21.859222	111.975107
CN101281802	yangchun	阳春	CN	China	中国	guangdong	广东	yangjiang	阳江	22.169598	111.7905
CN101281803	yangdong	阳东	CN	China	中国	guangdong	广东	yangjiang	阳江	21.864728	112.011267
CN101281804	yangxi	阳西	CN	China	中国	guangdong	广东	yangjiang	阳江	21.75367	111.617556
CN101281805	jiangcheng	江城	CN	China	中国	guangdong	广东	yangjiang	阳江	21.859182	111.968909
CN101281901	jieyang	揭阳	CN	China	中国	guangdong	广东	jieyang	揭阳	23.543778	116.355733
CN101281902	jiexi	揭西	CN	China	中国	guangdong	广东	jieyang	揭阳	23.4273	115.838708
CN101281903	puning	普宁	CN	China	中国	guangdong	广东	jieyang	揭阳	23.29788	116.165082
CN101281904	huilai	惠来	CN	China	中国	guangdong	广东	jieyang	揭阳	23.029834	116.295832
CN101281905	jiedong	揭东	CN	China	中国	guangdong	广东	jieyang	揭阳	23.569887	116.412947
CN101281906	rongcheng	榕城	CN	China	中国	guangdong	广东	jieyang	揭阳	23.535524	116.357045
CN101282001	maoming	茂名	CN	China	中国	guangdong	广东	maoming	茂名	21.659751	110.919229
CN101282002	gaozhou	高州	CN	China	中国	guangdong	广东	maoming	茂名	21.915153	110.853251
CN101282003	huazhou	化州	CN	China	中国	guangdong	广东	maoming	茂名	21.654953	110.63839
CN101282004	dianbai	电白	CN	China	中国	guangdong	广东	maoming	茂名	21.507219	111.007264
CN101282005	xinyi	信宜	CN	China	中国	guangdong	广东	maoming	茂名	22.352681	110.941656
CN101282007	maonan	茂南	CN	China	中国	guangdong	广东	maoming	茂名	21.660425	110.920542
CN101282101	shanwei	汕尾	CN	China	中国	guangdong	广东	shanwei	汕尾	22.774485	115.364238
CN101282102	haifeng	海丰	CN	China	中国	guangdong	广东	shanwei	汕尾	22.971042	115.337324
CN101282103	lufeng	陆丰	CN	China	中国	guangdong	广东	shanwei	汕尾	22.946104	115.644203
CN101282104	luhe	陆河	CN	China	中国	guangdong	广东	shanwei	汕尾	23.302682	115.657565
CN101290101	kunming	昆明	CN	China	中国	yunnan	云南	kunming	昆明	25.040609	102.712251
CN101290102	wuhua	五华	CN	China	中国	yunnan	云南	kunming	昆明	25.042165	102.704412
CN101290103	dongchuan	东川	CN	China	中国	yunnan	云南	kunming	昆明	26.08349	103.182
CN101290104	xundian	寻甸	CN	China	中国	yunnan	云南	kunming	昆明	25.559474	103.257588
CN101290105	jinning	晋宁	CN	China	中国	yunnan	云南	kunming	昆明	24.666944	102.594987
CN101290106	yiliang	宜良	CN	China	中国	yunnan	云南	kunming	昆明	24.918215	103.145989
CN101290107	shilin	石林	CN	China	中国	yunnan	云南	kunming	昆明	24.754545	103.271962
CN101290108	chenggong	呈贡	CN	China	中国	yunnan	云南	kunming	昆明	24.889275	102.801382
CN101290109	fumin	富民	CN	China	中国	yunnan	云南	kunming	昆明	25.219667	102.497888
CN101290110	songming	嵩明	CN	China	中国	yunnan	云南	kunming	昆明	25.335087	103.038777
